text,sentiment
Does not sync with Google Task List unless you pay 2.99/month or their annual rate. Quite disappointed since their beautiful platform does not meet minimum sync options of Google task lists. I only found out that u had to purchase a task sync option AFTER I connected to my Gmail account. Not cool at all b/c it felt like a misleading bait and switch and now solicitor that I have to block because I synced my email to attempt what it said that it was able to do. Sorry Tick Tick but 🚫⛔👎💃💨,negative
"If I wish to make an app , this would be the best idea I can came with",positive
"Great list organizer! I've used any.do for several years, and frankly I like the organization and features of Microsoft To Do better. The only feature I miss is a total task count. Microsoft will likely add it in time.",positive
"Great concept, unfortunately sometimes a bit buggy implementation: really weird back stack handling and syncs don't work quite often. Staying with it for now hoping on things to be fixed in the future.",neutral
for the whole time ?,neutral
"  Either way, that`s unfortunate to hear  Thanks you both for the head`s up.",neutral
Building Websites,neutral
"Would be perfect if: - You could update cloned activities, meaning if you changed one all of them would change too - You could check off the activities like a to do list (it works as a reward system) - You could scroll up in your timetable to see what you did that day/things you missed because it only shows everything from that point in time forwards. Otherwise really love the design and layout, and it makes me super organised.",positive
Helps you organise in a jiffy!,positive
playing Wii!,neutral
Most of the things are paid,negative
" She`s good. Trying to suss out chap 7 when I`m not working. Trying to suss out a lot of things, but meh, you know whatever!",neutral
  what`s that? The sun? No sign here,neutral
  hhahaa!    its well strange just woke up to an empty house ahah  lolllllyyyyyyyy<3 love that dog,neutral
stuck here  ~*Lady*~,negative
; Another friday night cancel.  probably movies with just Ashley.,neutral
Dam only 5 votes  not gonna win anything now,negative
lookin forward to a lovely meal out for grandparents 75th at posh italian,positive
 The rest of the week is less than 2.5 hours long,neutral
 ****! natalya! you gotta tell me whats going on!!! i`d call you but i lost all my phone numbers when i broke my blackberry,negative
Need to pay to track more than 5 habits and ui doesn't look simple or impressive,neutral
: Awwwwwwwwwwe  That okay. I missed bullet`s concert in toronto last summer `cause i had just gotten into them D:,neutral
"Very easy to use. I have the free version. Connects with my Google calendar and I share with my partner. I do have to manually sync through, as it doesn't update automatically very well. Overall, very happy with this app.",positive
"The app is helpful and has nice features. I would give 5 stars but you apparently you are not able to transfer your lists to another device, unless you have exactly the same version. I had to create all my lists from scratch.",neutral
I use the Pro version. But What happened to the option to purchase holidays? My Christian and Jewish holidays don't show up anymore.,negative
 I`m in traffic on the 405 and I still don`t see the sun,neutral
Sleepy time..   happy mothers day all u momz,positive
App has many bugs. 1. Start screen doesn't display first 3 slides. User creating is totally not functional. I'm using both Android 9 and Android 10 same bugs.,negative
http://twitpic.com/4w8kr - meet Bella the new member of the family!!,neutral
This has been really helpful keeping me on track. Having to mark your goals off each day has kept me more motivated than usual.,positive
 yeah although probably not on BGT  bugger,neutral
she`s gone   I miss my kay way already,negative
 They`re for my mama  I always bake late and get worried that the mixer is gonna bother people.,negative
I didn't use yet,neutral
I can`t **** concentrate with this **** heat!  Cooler is so not doing it`s job.,negative
some thing is comming in front if screen and interepting. app is not runs in notification bar,negative
"Why its suddenly requesting to access my phone location information? I didnt see any concern for this app to access location information.. And when i rejected, the app wont launch at all.. Keep sending me to my homescreen.. Dev better have an explanation b4 i do something as im a forest pro user.. I didnt pay to have fishy app here.. Replying to u dev: how im gonna do that if i cant even open it?? bcs i will never give my location access to u",negative
Yas,neutral
" Hey!  It`s easy...Just type what you`re doing!  Just like facebook, but much simpler.  Have a good day!",positive
Good app for management,positive
_north27 http://twitpic.com/4jcjr - Mmm yummy... looks like an invitation to me,positive
Cool. Cant wait for dustbin baby,positive
I Recently changed from wunderlist. I had no problems whatsoever with Wunderlist it's perfect for me. Today I needed to use my to-do list and it has signed me out !!!. After a load of mucking around with passwords I finally got into it but it was too late to do the task that was required.,neutral
 Umm..ok..just don`t start cats on fire..  ...promise,negative
This morning I rode behind a guy with a bird cage containing a plastic Tyrannosaurus rex attached to his bicycle. I couldn`t get a photo.,negative
